timestamp,url,label,confidence,risk_level
2026-02-06T16:07:02.835666,https://www.google.com/?zx=1770393853863&no_sw_cr=1,PHISHING,1.0,High
2026-02-06T16:07:28.874232,http://secure-login-bank.example.com/,PHISHING,0.998,High
